Dam Name,eap,status,hazard,county,lat,lng,river_stream,basin,nearest_town,distance_to_town,year,type_modify_repair,modify_year,structural_height,pool_cap,max_impound,condition,icon,last_inspection,next_inspection,owner,owner_type
Thagards Lake Dam,Y,IMPOUNDING,High,Moore,35.26468,-79.36082,Little River,Cape Fear,Lakeview,,1964 ,Repair,2000,21.0,1335 ,2505 ,Fair,greenRound, 01/16/2015, 01/15/2016,Village of Whispering Pines,Local government
Southern Pines Raw Water Reservoir Dam,Y,IMPOUNDING,High,Moore,35.0863,-79.4980,offstream,Lumber,,,2012 ,,,48.0,459 ,537 ,Fair,greenRound, 04/21/2015, 04/21/2016,Town Of Southern Pines,Local government
Jacksonville Waste Water Lagoon,N,IMPOUNDING,High,Onslow,34.79167,-77.56111,Southwest Creek,White Oak,Jacksonville,10 ,1997 ,Modify,2008,15.0,12 ,15 ,Satisfactory,greenRound, 02/11/2015, 02/11/2016,City Of Jacksonville,Local government
Ramseur Water Supply Dam,Y,IMPOUNDING,High,Randolph,35.74361,-79.67722,Sandy Creek,Cape Fear,Franklinville,1 ,,,,45.0,1620 ,1872 ,Satisfactory,greenRound, 10/21/2014, 10/21/2015,Town Of Ramseur,Local government
Mccrary Lake Dam,N,IMPOUNDING,High,Randolph,35.716,-79.857,Cedar Fork Creek-Tr,Yadkin-PeeDee,Farmer,12 ,1930 ,,,15.0,80 ,96 ,Satisfactory,greenRound, 11/18/2014, 11/18/2015,City Of Asheboro,Local government
John Bunch Lake Dam,N,IMPOUNDING,High,Randolph,35.722,-79.861,Cedar Fork Creek-Tr,Yadkin-PeeDee,Farmer,11 ,1942 ,,,47.0,396 ,471 ,Satisfactory,greenRound, 11/18/2014, 11/18/2015,City Of Asheboro,Local government
Randleman City Lake Dam,N,IMPOUNDING,High,Randolph,35.8157,-79.7765,Polecat Creek,Cape Fear,Worthville,1 ,1927 ,Repair,1955,38.0,106 ,174 ,Satisfactory,greenRound, 11/13/2014, 11/13/2016,City of Randleman,Local government
Robert L. Reece Lake Dam,N,IMPOUNDING,High,Randolph,35.681,-79.97,Uwharrie River,Yadkin-PeeDee,Farmer,2 ,1983 ,,,45.0,7500 ,13000 ,Satisfactory,greenRound, 01/15/2014, 01/15/2016,City Of Asheboro,Local government
Hamlet City Lake Lower Dam,N,IMPOUNDING,High,Richmond,34.8830,-79.6923,Marks Creek,Yadkin-PeeDee,Hamlet,,1934 ,,,11.0,147 ,284 ,Fair,greenRound, 02/09/2015, 02/01/2016,City Of Hamlet,Local government
Hamlet City Lake Upper Dam,Y,IMPOUNDING,High,Richmond,34.8992,-79.6704,Marks Creek,Yadkin-PeeDee,Hamlet,2 ,1908 ,,,15.0,447 ,735 ,Fair,greenRound, 02/09/2015, 02/01/2016,City Of Hamlet,Local government
Eden Presettling Impoundment Dam,Y,IMPOUNDING,High,Rockingham,36.478,-79.744,Dan River-Tr,Roanoke,Eden,,1979 ,,,67.0,101 ,107 ,Satisfactory,greenRound, 01/22/2015, 01/22/2016,City of Eden,Local government
Lake Hunt Dam,Y,IMPOUNDING,High,Rockingham,36.32537,-79.72612,Troublesome Creek-Tr,Cape Fear,Foushee,6 ,1966 ,,,40.0,2477 ,2972 ,Satisfactory,greenRound, 02/04/2015, 02/04/2016,City of Reidsville - Public Works,Local government
Troublesome Creek Dam,Y,IMPOUNDING,High,Rockingham,36.2827,-79.6614,Troublesome Creek,Cape Fear,Altamahaw,15 ,1974 ,Repair,2013,46.6,9139 ,21161 ,Satisfactory,greenRound, 02/04/2015, 02/04/2016,City of Reidsville - Public Works,Local government
Landis Water Reservoir Dam,Y,IMPOUNDING,High,Rowan,35.585,-80.634,Grants Creek,Yadkin-PeeDee,Salisbury,5 ,1955 ,Repair,1995,25.0,144 ,172 ,Fair,greenRound, 01/27/2015, 01/27/2016,Town Of Landis,Local government
Lake Kannapolis Dam,Y,IMPOUNDING,High,Rowan,35.5112,-80.6471,Irish Buffalo Creek,Yadkin-PeeDee,Kannapolis,1 ,1940 ,Repair,2011,40.0,3420 ,5931 ,Fair,greenRound, 02/04/2015, 02/04/2016,City Of Kannapolis Public Works,Local government
Lake Corriher Dam,Y,IMPOUNDING,High,Rowan,35.565,-80.60861,Flat Rock Branch,Yadkin-PeeDee,China Grove,2 ,1953 ,,,23.0,120 ,275 ,Fair,greenRound, 01/27/2015, 01/27/2016,Town Of Landis,Local government
Landis Lake Dam,Y,IMPOUNDING,High,Rowan,35.5638,-80.6020,Grants Creek-Os,Yadkin-PeeDee,China Grove,,,,,25.0,,144 ,Fair,greenRound, 01/27/2015, 01/27/2016,Town Of Landis,Local government
Salisbury City Park Dam,Y,IMPOUNDING,High,Rowan,35.6815,-80.4635,Grant Ck-Os,Yadkin-PeeDee,Salisbury,1 ,1936 ,Repair,1995,15.0,,36 ,Fair,greenRound, 02/04/2015, 02/04/2016,City Of Salisbury - Parks & Recreation Department,Local government
Ellis Crossroads Raw Water Reservoir Dam #2,Y,IMPOUNDING,High,Rowan,35.72639,-80.46806,Deals Creek-OS,Yadkin-PeeDee,,,,Modify,1997,30.0,,40 ,Fair,greenRound, 02/06/2015, 02/06/2016,City Of Salisbury,Local government
Salisbury Community Park Dam,Y,IMPOUNDING,High,Rowan,35.6971,-80.5485,Grants Creek-Tr,Yadkin-PeeDee,Salisbury,2 ,2001 ,,,32.0,68 ,79 ,Fair,greenRound, 02/06/2015, 02/06/2016,City Of Salisbury - Parks & Recreation Department,Local government
2nd Broad River Watershed  Dam #22,N,IMPOUNDING,High,Rutherford,35.50972,-81.95694,Hox Creek,Broad,Logan,7 ,1978 ,,,54.0,125 ,710 ,Fair,greenRound, 04/09/2015, 04/09/2016,Rutherford County Watershed Commission,Local government
Second Broad River Watershed #16,Y,IMPOUNDING,High,Rutherford,35.4933,-81.8508,Mountain Creek,Broad,Bostic,20 ,1979 ,,,64.0,593 ,854 ,Fair,greenRound, 02/10/2015, 02/17/2016,Rutherford County Watershed Commission,Local government
Second Broad Watershed #14,N,IMPOUNDING,High,Rutherford,35.509,-81.858,Fork Creek,Broad,Bostic,12 ,1982 ,,,34.0,,480 ,Fair,greenRound, 02/10/2015, 02/17/2016,Rutherford County Watershed Commission,Local government
Reservoir Lake Dam,Y,IMPOUNDING,High,Stanly,35.39917,-80.19833,None,Yadkin-PeeDee,Albemarle,1 ,,Repair,1999,32.0,25 ,32 ,Fair,greenRound, 12/04/2014, 12/04/2015,City Of Albemarle,Local government
Little Yadkin River W/S Dam #6,Y,IMPOUNDING,High,Stokes,36.281,-80.387,Crooked Run Creek,Yadkin-PeeDee,Donnoha,10 ,1971 ,,,44.7,150 ,1240 ,Satisfactory,greenRound, 02/04/2015, 02/04/2016,Stokes Co. Watershed Comm.,Local government
Town Fork Creek W/S Dam #10,Y,IMPOUNDING,High,Stokes,36.313,-80.279,Town Fork Creek,Roanoke,Germanton,7 ,1967 ,,,86.0,703 ,4963 ,Fair,greenRound, 02/04/2015, 02/04/2016,Stokes Co. Soil & Water Conservation District,Local government
Town Fork Creek W/S Dam #14A,N,IMPOUNDING,High,Stokes,36.312,-80.192,Voss Creek,Roanoke,Walnut Cove,6 ,1972 ,,,54.0,118 ,773 ,Fair,greenRound, 01/13/2015, 01/13/2016,Stokes Co. Soil & Water Conservation District,Local government
Little Yadkin River W/S Dam #4,N,IMPOUNDING,High,Stokes,36.341,-80.422,West Prong Little Yadkin River,Yadkin-PeeDee,Donnaha,15 ,1977 ,,,63.0,694 ,2377 ,Satisfactory,greenRound, 02/04/2015, 02/04/2016,Stokes County W/S Commission,Local government
Little Yadkin River W/S Dam #9,Y,IMPOUNDING,High,Stokes,36.34583,-80.36139,E Prong Little Yadkin River-Tr,Yadkin-PeeDee,,,,,,34.0,95 ,144 ,Satisfactory,greenRound, 02/04/2015, 02/04/2016,Stokes Co. Soil & Water Conservation District,Local government
Little Yadkin River W/S Dam #18,N,IMPOUNDING,High,Stokes,36.37028,-80.33861,E Prong Little Yadkin River-Tr,Yadkin-PeeDee,,,1988 ,,,31.8,49 ,76 ,Fair,greenRound, 01/15/2015, 01/15/2016,Stokes Co. Soil & Water Conservation District,Local government
Little Yadkin River W/S Dam #25,N,IMPOUNDING,High,Stokes,36.34139,-80.34194,E Prong Little Yadkin River-Tr,Yadkin-PeeDee,,,,,,28.9,119 ,196 ,Fair,greenRound, 01/15/2015, 01/15/2016,Stokes Co. Soil & Water Conservation District,Local government
Little Yadkin River W/S Dam #26,Y,IMPOUNDING,High,Stokes,36.33889,-80.34167,E Prong Little Yadkin River-Tr,Yadkin-PeeDee,,,,,,30.5,57 ,98 ,Fair,greenRound, 01/15/2015, 01/15/2016,Stokes Co. Soil & Water Conservation District,Local government
Little Yadkin River W/S Dam # 29,Y,IMPOUNDING,High,Stokes,36.33,-80.3525,E Prong Little Yadkin River-Tr,Yadkin-PeeDee,,,,,,33.0,77 ,125 ,Fair,greenRound, 01/15/2015, 01/15/2016,Stokes Co. Soil & Water Conservation District,Local government
Doggett Reservoir,N,IMPOUNDING,High,Surry,36.49667,-80.65278,Stewarts Creek-Tr,Yadkin-PeeDee,White Plains,3 ,,,,25.0,37 ,40 ,Satisfactory,greenRound, 02/27/2014, 02/28/2016,City Of Mount Airy,Local government
Stewarts Creek W/S Dam #1A,N,IMPOUNDING,High,Surry,36.55,-80.755,Stewarts Creek,Yadkin-PeeDee,Mount Airy,7 ,1972 ,,,90.7,964 ,5091 ,Fair,greenRound, 01/29/2015, 01/29/2016,Surry County Watershed Commission,Local government
Elkin Reservoir Dam,Y,IMPOUNDING,High,Surry,36.262,-80.867,Elkin Creek-Tr,Yadkin-PeeDee,Elkin,1 ,,,,17.0,50 ,61 ,Fair,greenRound, 09/24/2015, 09/24/2016,Town Of Elkin,Local government
Bryson City Water Supply Dam,N,IMPOUNDING,High,Swain,35.46483,-83.46701,Lands Creek,Little Tennessee,Bryson City,1 ,1977 ,,,75.0,50 ,78 ,Fair,greenRound, 01/29/2015, 01/29/2017,Town Of Bryson City,Local government
Twitty Dam,Y,IMPOUNDING,High,Union,35.037,-80.477,Stewarts Creek,Yadkin-PeeDee,Olive Branch Nc,10 ,1973 ,Repair,9999,40.0,4000 ,4500 ,Fair,greenRound, 01/07/2015, 01/07/2016,City Of Monroe,Local government
Lake Monroe Dam,Y,IMPOUNDING,High,Union,34.94111,-80.51833,Richardson Creek,Yadkin-PeeDee,Monroe,3 ,1955 ,,,46.0,1765 ,2721 ,Fair,greenRound, 01/07/2015, 11/14/2016,City Of Monroe,Local government
Lake Lee Dam,N,IMPOUNDING,High,Union,34.966,-80.511,Richardson Creek,Yadkin-PeeDee,Monroe,1 ,1925 ,,,39.0,600 ,767 ,Fair,greenRound, 05/14/2015, 01/07/2016,City Of Monroe,Local government
Fred G Bond Dam,N,IMPOUNDING,High,Wake,35.781,-78.828,Crabtree Creek,Neuse,Morrisville,3 ,1970 ,,,45.0,400 ,666 ,Satisfactory,greenRound, 02/18/2014, 04/07/2012,Town of Cary,Local government
Shelley Lake,N,IMPOUNDING,High,Wake,35.857,-78.661,Lead Mine Creek,Neuse,Raleigh,,1975 ,,,51.0,445 ,4269 ,Satisfactory,greenRound, 01/07/2015, 04/14/2013,Wake County,Local government
Lake Lynn,N,IMPOUNDING,High,Wake,35.87261,-78.69704,Hare Snipe Creek,Neuse,Raleigh,3 ,1976 ,,,42.0,499 ,2292 ,Satisfactory,greenRound, 01/27/2014, 04/14/2013,Wake Co. Comm.Dev. Services,Local government
E.M. Johnson Water Plant B,N,IMPOUNDING,High,Wake,35.91111,-78.59639,,Neuse,,,,,,42.0,0 ,383 ,Satisfactory,greenRound, 10/01/2015, 10/01/2017,City Of Raleigh Public Utilities Department,Local government
E.M. Johnson Plant A Dam,N,IMPOUNDING,High,Wake,35.91167,-78.59722,,Neuse,,,,,,40.0,0 ,110 ,Satisfactory,greenRound, 10/01/2015, 04/05/2012,City Of Raleigh Public Utilities Department,Local government
Town Of Boone Water Supply Dam,Y,IMPOUNDING,High,Watauga,36.17639,-81.68611,North Prong Flannery Fork,New,Boone,3 ,1957 ,,,77.0,132 ,226 ,Fair,greenRound, 10/28/2014, 10/28/2015,Town Of Boone,Local government
Old Blowing Rock Water Supply,N,IMPOUNDING,High,Watauga,36.144,-81.672,Flat Top Branch,New,Boone,4 ,1958 ,,,33.5,61 ,76 ,Fair,greenRound, 10/22/2014, 10/22/2015,Town Of Blowing Rock,Local government
Beech Mountain Water Supply Dam,Y,IMPOUNDING,High,Watauga,36.21948,-81.90743,Buckeye Creek,Watauga,Kellersville,2 ,1987 ,,,68.0,120 ,200 ,Fair,greenRound, 10/21/2014, 10/21/2015,Town of Beech Mountain,Local government
Deep Creek W/S #15b (Pl-566),Y,IMPOUNDING,High,Yadkin,36.20889,-80.68333,North Deep Creek-Tr,Yadkin-PeeDee,High Rock,79 ,1964 ,,,30.5,26 ,338 ,Satisfactory,greenRound, 03/04/2015, 03/04/2016,Yadkin County Commissioners,Local government
Deep Creek W/S #10 (Pl-566),Y,IMPOUNDING,High,Yadkin,36.191,-80.735,North Deep Creek,Yadkin-PeeDee,High Rock,81 ,1963 ,,,40.3,56 ,572 ,Satisfactory,greenRound, 03/04/2015, 03/04/2016,Yadkin County Commissioners,Local government
Deep Creek W/S #19a (Pl-566),Y,IMPOUNDING,High,Yadkin,36.15742,-80.72690,Cranberry Creek,Yadkin-PeeDee,High Rock,80 ,1961 ,,,41.0,50 ,933 ,Satisfactory,greenRound, 03/04/2015, 03/04/2016,Yadkin County Commissioners,Local government
Deep Creek W/S #6b (Pl-566),Y,IMPOUNDING,High,Yadkin,36.149,-80.762,South Deep Creek-Tr,Yadkin-PeeDee,High Rock,81 ,1963 ,,,32.5,50 ,522 ,Satisfactory,greenRound, 03/04/2015, 03/04/2016,Yadkin County Commissioners,Local government
Deep Creek W/S #21 (Pl-566),Y,IMPOUNDING,High,Yadkin,36.092,-80.719,South Deep Creek-Tr,Yadkin-PeeDee,High Rock,75 ,1964 ,,,43.5,61 ,908 ,Satisfactory,greenRound, 03/04/2015, 03/04/2016,Yadkin County Commissioners,Local government
Deep Creek W/S #22a (Pl-566),Y,IMPOUNDING,High,Yadkin,36.089,-80.728,South Deep Creek-Tr,Yadkin-PeeDee,High Rock,76 ,1968 ,,,38.5,40 ,457 ,Satisfactory,greenRound, 03/04/2015, 03/04/2016,Yadkin County Commissioners,Local government
Deep Creek W/S #30a (Pl-566),N,IMPOUNDING,High,Yadkin,36.11778,-80.67306,South Deep Creek-Tr,Yadkin-PeeDee,High Rock,73 ,1968 ,,,37.5,38 ,444 ,Fair,greenRound, 12/04/2014, 12/04/2015,Yadkin County Commissioners,Local government
Deep Creek W/S #23 (Pl-566),Y,IMPOUNDING,High,Yadkin,36.07556,-80.695,Fisher Creek,Yadkin-PeeDee,High Rock,75 ,1964 ,,,30.0,26 ,284 ,Satisfactory,greenRound, 03/04/2015, 03/04/2016,Yadkin County Commissioners,Local government
Yadkinville WTP Reservoir Dam,Y,IMPOUNDING,High,Yadkin,36.1008,-80.6503,Off Stream,Yadkin-PeeDee,Yadkinville,1 ,2009 ,,,41.0,3 ,79 ,Fair,greenRound, 03/30/2015, 03/30/2016,Town of Yadkinville,Local government
Forest Lake Dam,N,IMPOUNDING,High,Alamance,36.108,-79.281,Mill Creek-Tr,Cape Fear,Haw River,5 ,,,,25.0,156 ,235 ,Satisfactory,greenRound, 10/07/2014, 10/07/2015,Thomas E Stephens,Private
Timber Ridge Lake Dam,N,IMPOUNDING,High,Alamance,35.91,-79.517,Poppaw Creek,Cape Fear,Saxapahaw,22 ,1955 ,,,22.0,240 ,288 ,Fair,greenRound, 11/06/2014, 11/06/2015,Edwina Charles,Private
Tredmont Lake Dam,N,IMPOUNDING,High,Alamance,35.86139,-79.39972,Pine Hill Branch-Tr,Cape Fear,,,,,,41.0,280 ,331 ,Satisfactory,greenRound, 11/20/2014, 11/20/2015,Tredmont Inc,Private
McEwen Estate Dam,Y,IMPOUNDING,High,Alamance,36.07283,-79.53376,Back Creek,Cape Fear,Alamance,5 ,1950 ,,,24.0,58 ,142 ,Satisfactory,greenRound, 10/07/2014, 10/07/2015,Waterford at the Lake Master Association Inc.,Private
Tate Dam,Y,IMPOUNDING,High,Alamance,36.0969,-79.4657,Little Alamance Creek-Tr,Cape Fear,Burlington,,,,,17.6,42 ,56 ,Fair,greenRound, 10/07/2014, 10/07/2015,Arthur W Miller,Private
Capps Dam,N,IMPOUNDING,High,Alamance,36.042,-79.445,Big Alamance Creek-Tr,Cape Fear,Bellemont,1 ,,,,24.4,44 ,52 ,Satisfactory,greenRound, 11/20/2014, 11/20/2015,H. J. Capps,Private
Third Creek Water Shed Dam #7a,Y,IMPOUNDING,High,Alexander,35.8702,-81.068,Third Creek,Yadkin-PeeDee,Stony Point,16 ,1955 ,Repair,1999,47.0,73 ,876 ,Fair,greenRound, 02/11/2015, 11/19/2016,Jim W Lackey,Private
Lower Little River Dam #2,N,IMPOUNDING,High,Alexander,35.891,-81.237,Lower Little River-Tr,Catawba,Millersville,5 ,1958 ,,,25.0,72 ,86 ,Fair,greenRound, 02/11/2015, 02/11/2016,Christopher Schastny,Private
Cy Purser Pond Dam,N,IMPOUNDING,High,Alexander,35.93444,-81.2675,Beaver Branch-Tr,Catawba,Liledoun,7 ,,,,21.0,14 ,17 ,Fair,greenRound, 02/04/2015, 02/04/2016,Dale Caldwell,Private
Moretz Lake Dam,N,IMPOUNDING,High,Alexander,35.846,-81.279,Middle Little River,Catawba,Falls,26 ,1921 ,Repair,1941,30.0,0 ,50 ,Fair,greenRound, 02/04/2015, 12/05/2016,Bruce Jenkins Massey,Private
Mccurdy Dam,N,IMPOUNDING,High,Alexander,35.98865,-81.10636,Big Branch-Tr,Yadkin-PeeDee,Cooleemee,40 ,1986 ,,,25.0,13 ,23 ,Fair,greenRound, 02/20/2015, 11/19/2016,Dale McCurdy,Private
Bowman Dam,N,IMPOUNDING,High,Alexander,35.83306,-81.26,Middle Little River-Tr,Catawba,,,1987 ,,,17.0,3 ,8 ,Fair,greenRound, 02/04/2015, 12/05/2016,Nesbit K. Bowman,Private
Temple Lake Dam,Y,IMPOUNDING,High,Alleghany,36.4467,-81.0965,Pine Swamp Creek-Tr,New,Sparta,5 ,1960 ,,,41.0,85 ,114 ,Satisfactory,greenRound, 12/15/2014, 12/15/2015,Sam R Williams,Private
Roaring Gap Club Lake Dam,Y,IMPOUNDING,High,Alleghany,36.4041,-80.9838,Laurel Branch,New,Roaring Gap,,1927 ,,,68.9,1023 ,1317 ,Satisfactory,greenRound, 12/18/2014, 12/18/2015,"The Roaring Gap Club, Inc.",Private
High Meadows Lake Dam,Y,IMPOUNDING,High,Alleghany,36.407,-80.997,Laurel Branch-Tr,New,Cherry Lane,3 ,,,,43.0,96 ,103 ,Satisfactory,greenRound, 12/18/2014, 12/18/2015,High Meadows Club Inc,Private
Mountain Lake Dam,N,IMPOUNDING,High,Alleghany,36.543,-80.98,Crab Creek,New,Ennice,2 ,1973 ,,,41.4,471 ,746 ,Satisfactory,greenRound, 04/23/2015, 12/15/2015,Mountain Lake Homeowners Association,Private
White Store Lake Dam,N,IMPOUNDING,High,Anson,34.88,-80.228,Bell Ck-Tr,Yadkin-PeeDee,Lowrys,3 ,1966 ,,,20.0,175 ,291 ,Fair,greenRound, 01/28/2015, 03/24/2016,White Store Devel.Corp Of Anson,Private
Ashe Lake Dam,N,IMPOUNDING,High,Ashe,36.344,-81.444,South Beaver Creek-Tr,New,Index,14 ,1955 ,,,50.0,302 ,362 ,Poor,redRound, 10/30/2014, 10/30/2015,Cross State Develop Corp,Private
Long Hope Club Dam,Y,IMPOUNDING,High,Ashe,36.405,-81.623,Long Hope Creek,New,Creston,2 ,,,,24.0,34 ,67 ,Satisfactory,greenRound, 11/05/2014, 11/05/2015,"Long Hope Club, Inc.",Private
Flat Rock Pond Dam,N,IMPOUNDING,High,Ashe,36.455,-81.418,Headwaters Dog Creek,New,Index,6 ,,,,22.0,10 ,13 ,Fair,greenRound, 10/30/2014, 10/30/2015,Bob I. And Murrel L. Kornegay,Private
Boy Scouts Of America Dam Upper,Y,IMPOUNDING,High,Moore,35.33636,-79.55949,Suck Creek,Cape Fear,Carbonton,23 ,1970 ,,,30.0,232 ,278 ,Poor,redRound, 08/18/2015, 08/18/2016,Boy Scouts Of America,Private
Fleetwood Falls Lake Dam,N,IMPOUNDING,High,Ashe,36.29944,-81.54472,South Fork New River-Tr,New,,,,,,32.0,18 ,22 ,Satisfactory,greenRound, 11/05/2014, 11/05/2015,"Thomas M. King Jr., Pres.",Private
Charles Harris Dam,Y,IMPOUNDING,High,Ashe,36.3882,-81.2471,tributary of Meadow Fork,New,Laurel Springs,,1950 ,,,22.0,0 ,12 ,Unsatisfactory,redRound, 11/03/2014, 11/03/2015,Charles F Harris,Private
Grandfather Mtn Dam,N,IMPOUNDING,High,Avery,36.09674,-81.85396,Linville River,Catawba,Linville,2 ,1964 ,,,50.0,504 ,625 ,Satisfactory,greenRound, 05/14/2015, 05/14/2016,Grandfather Golf&Cntry Club,Private
Grandfather Mountain Club Lake Dam,Y,IMPOUNDING,High,Avery,36.07253,-81.84506,Grandmother Creek,Catawba,Linville,1 ,,,,53.0,450 ,800 ,Satisfactory,greenRound, 05/14/2015, 05/14/2016,Lake Club Of G'Father Mtn Inc,Private
Brushy Creek Dam #8,Y,IMPOUNDING,High,Avery,35.93918,-81.99555,Off Stream of North Toe River,French Broad,Spruce Pine,5 ,1965 ,,,28.0,150 ,150 ,Satisfactory,greenRound, 09/22/2015, 09/22/2016,Unimin Corporation,Private
Tynecastle,N,IMPOUNDING,High,Avery,36.12097,-81.83496,Watauga River,Watauga,Foscoe,5 ,1971 ,,,48.5,60 ,75 ,Fair,greenRound, 03/17/2015, 03/17/2015,Robert C Schwebke,Private
Linville Land Harbor Dam,Y,IMPOUNDING,High,Avery,36.03704,-81.89197,Linville River,Catawba,Pineola,1 ,2010 ,Breached,1940,31.0,700 ,900 ,Satisfactory,greenRound, 05/14/2015, 05/14/2016,Linville Land Harbor Property Owners Association,Private
Weber Pond Dam,Y,IMPOUNDING,High,Avery,36.06472,-81.89246,Linville River-Tr,Catawba,Linville,2 ,2007 ,Repair,2008,21.8,15 ,30 ,Satisfactory,greenRound, 03/17/2015, 03/17/2016,"Bagby NC Family Holdings, LLC",Private
Sugar Mtn Dam,N,IMPOUNDING,High,Avery,36.13032,-81.85480,Flattop Creek,Watauga,Banner Elk,3 ,,,,31.7,8 ,11 ,Fair,greenRound, 03/17/2015, 03/17/2016,Sugar Mountain Inc,Private
Wildcat Lake Dam,N,IMPOUNDING,High,Avery,36.14892,-81.88194,Wildcat Creek,Watauga,Banner Elk,1 ,1920 ,Repair,2008,36.0,168 ,202 ,Satisfactory,greenRound, 03/17/2015, 03/17/2016,Edgar Tufts Memorial Association,Private
Linville Ridge Dam,Y,IMPOUNDING,High,Avery,36.10270,-81.86753,West Fork Linville River,Catawba,Linville,4 ,1981 ,,,43.0,17 ,24 ,Satisfactory,greenRound, 05/14/2015, 05/14/2016,Linville Ridge Golf & Cc,Private
Weatherman Dam,Y,IMPOUNDING,High,Avery,35.9585,-82.0055,North Toe River-Trib,French Broad,Spruce Pine,12 ,,,,14.0,7 ,10 ,Satisfactory,greenRound, 07/02/2015, 05/14/2016,Jean Weatherman,Private
Happy Valley Pond Dam,N,IMPOUNDING,High,Bladen,34.60472,-78.64944,Baldwin Branch,Cape Fear,Elizabethtown,1 ,,,,15.6,,44 ,Fair,greenRound, 01/27/2015, 01/27/2016,Mrs. Joyce Gooden,Private
Busbee Reservoir Dam,Y,IMPOUNDING,High,Buncombe,35.5434,-82.5088,Tributary to Sweeten Creek,French Broad,Biltmore,3 ,1914 ,,,20.0,30 ,48 ,Fair,greenRound, 04/01/2015, 04/01/2016,Biltmore Company,Private
Green Hill Lake Dam,N,IMPOUNDING,High,Surry,36.552,-80.632,Lovills Creek-Tr,Yadkin-PeeDee,Mount Airy,3 ,1955 ,,,42.0,202 ,242 ,Poor,redRound, 12/11/2014, 12/11/2015,"River Hill POA, Inc.",Private
Crowfields Dam,Y,IMPOUNDING,High,Buncombe,35.50443,-82.52975,Dingle Creek-Trib,French Broad,Asheville,5 ,1975 ,Repair,2005,32.0,12 ,22 ,Fair,greenRound, 01/29/2015, 01/31/2016,Crowfields Condominium Association,Private
Echo Lake Dam,Y,IMPOUNDING,High,Buncombe,35.5456,-82.3363,Cane Creek,French Broad,Fairview,4 ,1966 ,Repair,2001,43.0,130 ,185 ,Fair,greenRound, 03/31/2015, 03/31/2016,Echo Lake POA,Private
Biltmore Lake Dam,Y,IMPOUNDING,High,Buncombe,35.538,-82.658,Bill Moore Creek,French Broad,Enka,1 ,1933 ,,,26.0,600 ,1523 ,Fair,greenRound, 03/26/2015, 03/25/2016,"Biltmore Farms, L.L.C.",Private
Flat Top Mountain Lake Dam,Y,IMPOUNDING,High,Buncombe,35.569,-82.378,Flat Branch,French Broad,Fairview,4 ,1957 ,Repair,2007,45.0,100 ,200 ,Fair,greenRound, 03/31/2015, 03/31/2016,Flattop Mountain Inc,Private
Freedom Lake,N,IMPOUNDING,High,Buncombe,35.59417,-82.63917,Hominy Creek-Tr,French Broad,Asheville,2 ,,,,37.0,16 ,28 ,Fair,greenRound, 03/26/2015, 03/26/2016,Freedom Free Will Baptist Ch.,Private
Jewell Acres Dam,N,IMPOUNDING,High,Buncombe,35.635,-82.479,Bull Branch-Tr,French Broad,Riceville,1 ,,,,21.0,14 ,12 ,Fair,greenRound, 03/05/2015, 03/05/2016,Jewell Acres Home Owners Association,Private
Gates Four Dam,N,IMPOUNDING,High,Cumberland,34.993,-79.007,Little Rockfish Creek,Cape Fear,Pine Knoll,3 ,1940 ,,,25.0,164 ,173 ,Poor,redRound, 01/14/2015, 01/14/2016,The March Development Corporation,Private
Lake Kenilworth Dam,Y,IMPOUNDING,High,Buncombe,35.578,-82.531,Ross Creek,French Broad,Asheville,,1923 ,,,44.0,215 ,215 ,Fair,greenRound, 03/26/2015, 03/27/2016,Kenilworth Lake Commission,Private
Caldwell Pond Dam,Y,IMPOUNDING,High,Buncombe,35.5513,-82.6911,Unnamed trib to Pole Creek,French Broad,Candler,1 ,,Repair,2010,18.5,12 ,18 ,Fair,greenRound, 03/26/2015, 03/26/2016,Wayne T Caldwell,Private
Camp Merrimac Dam,N,IMPOUNDING,High,Buncombe,35.63556,-82.31806,Swannanoa River-Tr,French Broad,Black Mtn,,,,,25.0,8 ,10 ,Fair,greenRound, 04/02/2015, 04/02/2016,Adam Boyd,Private
Camp Ridgecrest Lake Dam,Y,IMPOUNDING,High,Buncombe,35.61743,-82.27599,Swannanoa River-Tr,French Broad,Black Mountain,2 ,,,,48.0,60 ,80 ,Fair,greenRound, 08/31/2015, 03/25/2016,"Lifeway Christian Resources, Camp Ridgecrest",Private
Lake Susan Dam,Y,IMPOUNDING,High,Buncombe,35.64694,-82.29877,Flat Creek,French Broad,Black Mountain,2 ,1925 ,,,20.0,13 ,20 ,Fair,greenRound, 01/27/2015, 01/31/2016,"Mtn Retreat Assn, Inc.",Private
